method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B3,unseen,harsh,vertical_new,5,5,0.016666666666666666,0.037267799624996496,2,,,5,0.03076923076923077,0.06880209161537815,5,0.6753472222222222,0.05141351699639184,5,0.6753472222222222,0.05141351699639184,5,0.004166666666666667,0.009316949906249124
B3,unseen,harsh,wide_new,5,5,0.15,0.04750730937913075,5,0.8766666666666666,0.11642832797715319,5,0.2526083112290009,0.06959859401709514,5,0.6222222222222221,0.07251096211426318,5,0.6222222222222221,0.07251096211426318,5,0.0125,0.01141088661469096
B3,unseen,standard,__all__,5,5,0.008333333333333333,0.018633899812498248,5,0.07142857142857142,0.15971914124998499,5,0.014925373134328356,0.033374148917907305,5,0.5536805555555555,0.05471059917806457,5,0.5536805555555555,0.05471059917806457,5,0.017499999999999998,0.011562030771259672
B3,unseen,standard,horizontal_new,5,5,0.025,0.055901699437494755,1,,,5,0.04285714285714286,0.095831484749991,5,0.5614583333333334,0.06859671376017941,5,0.5614583333333334,0.06859671376017941,5,0.004166666666666667,0.009316949906249124
B3,unseen,standard,low_new,5,5,0.008333333333333333,0.018633899812498248,5,0.06666666666666667,0.14907119849998599,5,0.014814814814814814,0.03312693299999688,5,0.5727430555555555,0.05678768756779801,5,0.5727430555555555,0.05678768756779801,5,0.03333333333333333,0.01141088661469096
B3,unseen,standard,two_new,5,5,0.0,0.0,4,,,5,0.0,0.0,5,0.5539930555555556,0.04250548172935763,5,0.5539930555555556,0.04250548172935763,5,0.020833333333333332,0.01473139127471974
B3,unseen,standard,vertical_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.5612847222222223,0.07136187525946777,5,0.5612847222222223,0.07136187525946777,5,0.008333333333333333,0.018633899812498248
B3,unseen,standard,wide_new,5,5,0.008333333333333333,0.018633899812498248,2,,,5,0.013793103448275862,0.030842316931031583,5,0.5338541666666667,0.045438376139938896,5,0.5338541666666667,0.045438376139938896,5,0.020833333333333332,0.036084391824351615
P1,all,__all__,__all__,5,5,0.06979166666666667,0.016200344807287284,5,0.6201570227266353,0.0560333158793027,5,0.1249314070529169,0.02617070251107375,5,0.5878421359592014,0.06284760740462442,5,0.5851447211371528,0.06127080949113154,5,0.021614583333333333,0.006987712429686844
P1,seen,__all__,__all__,5,5,0.09583333333333334,0.021628349308885325,5,0.5459710144927536,0.0780303241538446,5,0.1623030484659526,0.03212868221631697,5,0.5989631558641976,0.07185078481948656,5,0.5944396219135802,0.07175917134848651,5,0.04027777777777777,0.012177554108854292
P1,seen,__all__,central_furniture,5,5,0.09166666666666666,0.031595314350214794,5,0.7447619047619047,0.17733220806762826,5,0.160816224809489,0.04925660127419476,5,0.5996961805555555,0.07260608224821333,5,0.5960503472222223,0.07386615323713162,5,0.01875,0.01545041351478263
P1,seen,__all__,clear,5,5,0.17916666666666667,0.043200919486099415,5,0.49607142857142855,0.09251654567962316,5,0.2607012966476913,0.04943662474309373,5,0.6095486111111111,0.08334878848834244,5,0.619357638888889,0.07582997545595001,5,0.09375,0.03210632293213008
P1,seen,__all__,vertical_mid,5,5,0.016666666666666666,0.037267799624996496,3,,,5,0.029629629629629627,0.06625386599999376,5,0.6259114583333333,0.055169651387412484,5,0.6050347222222222,0.06355154566352793,5,0.008333333333333333,0.008715208609729954
P1,seen,harsh,__all__,5,5,0.18611111111111112,0.04001350080802203,5,0.6340479876160992,0.12006949379705852,5,0.28494714860127657,0.04697042236923043,5,0.6441743827160493,0.09170479346877043,5,0.6431327160493827,0.09212821395956713,5,0.05694444444444444,0.028378912141253543
P1,seen,harsh,central_furniture,5,5,0.18333333333333332,0.06319062870042959,5,0.7747619047619048,0.15839687232075556,5,0.28864251076774794,0.07786380101719126,5,0.656423611111111,0.09018048643729061,5,0.656423611111111,0.09018048643729061,5,0.03333333333333333,0.031595314350214794
P1,seen,harsh,clear,5,5,0.35,0.08640183897219883,5,0.5927623357035122,0.12386138671803468,5,0.4322865476667485,0.0675175971318231,5,0.6739583333333334,0.09990297484900316,5,0.6715277777777777,0.10081896335946966,5,0.12916666666666668,0.06144950501563594
P1,seen,harsh,vertical_mid,5,5,0.025,0.055901699437494755,3,,,5,0.04444444444444444,0.09938079899999064,5,0.6796875,0.057021405902482586,5,0.6788194444444444,0.05631667216426597,5,0.008333333333333333,0.01141088661469096
P1,seen,standard,__all__,5,5,0.005555555555555555,0.01242259987499883,5,0.05,0.11180339887498951,5,0.01,0.022360679774997897,5,0.5566358024691358,0.0617957757608842,5,0.5375964506172839,0.0618784796537584,5,0.023611111111111107,0.010531771450071597
P1,seen,standard,central_furniture,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.5545138888888889,0.05277463669380946,5,0.5243055555555556,0.06892984246250577,5,0.004166666666666667,0.009316949906249124
P1,seen,standard,clear,5,5,0.008333333333333333,0.018633899812498248,5,0.05,0.11180339887498951,5,0.014285714285714285,0.031943828249996996,5,0.5614583333333333,0.058241935052414685,5,0.5652777777777778,0.05588821842843929,5,0.05833333333333333,0.009316949906249126
